marker,half,image,question,construct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,EndIntro.keys,EndIntro.rt,EndIntro.started,EndIntro.stopped,StartNachricht1.started,StartNachricht1.stopped,Start.keys,Start.rt,Start.started,Start.stopped,WebsiteImg.started,WebsiteImg.stopped,Frage.started,Frage.stopped,RatingBlau.response,RatingBlau.rt,RatingBlau.started,RatingBlau.stopped,FixationCross.started,FixationCross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,['z'],[0.30040368251502514],28.42789174313657,None,,,,,,,,,,,,,,,,,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
,,,,,,,,,,,,,28.74458862794563,None,return,1.933694645529613,28.74458862794563,None,,,,,,,,,,,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
13,VI,Stimuli/VI_immagram.png,The shown influencer is a human.,human,0,0,0,72,,,,,,,,,,,31.077969546429813,33.094827624736354,33.044744862942025,None,1,4.152,2.0076859353575855,None,37.22780437185429,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
18,VI,Stimuli/VI_rozygram.png,I would follow brand recommendations from the shown influencer.,use,0,1,1,37,,,,,,,,,,,41.5945722151082,43.594647713704035,43.56131379818544,None,1,6.485,2.00358973024413,None,50.07787400344387,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
4,HI,Stimuli/HI_flaviapavanelli.png,The shown influencer is trustworthy.,trust,0,2,2,3,,,,,,,,,,,54.16142652207054,56.16114415391348,56.14465686283074,None,4,4.935,2.004896725760773,None,61.11104016005993,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
16,VI,Stimuli/VI_magazineluiza.png,The shown influencer is a human.,human,0,3,3,75,,,,,,,,,,,64.76119409035891,66.76102318870835,66.67807437805459,None,5,2.835,2.0127580603584647,None,69.5446825644467,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
19,VI,Stimuli/VI_shudu.gram.png,I perceived the influencer as eerie.,uncanny,0,4,4,58,,,,,,,,,,,73.62846730509773,75.62792435917072,75.61116475705057,None,3,4.718,2.004829748068005,None,80.36109149339609,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
12,VI,Stimuli/VI_iamxalara.png,The shown influencer is trustworthy.,trust,0,5,5,11,,,,,,,,,,,84.01125862356275,86.01118745538406,85.92803868930787,None,1,2.402,2.0146715715527534,None,88.36119842040353,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
12,VI,Stimuli/VI_iamxalara.png,The shown influencer is a human.,human,0,6,6,71,,,,,,,,,,,92.1942305515986,94.19469520566054,94.17791067017242,None,1,1.636,2.0067649660632014,None,95.84433119301684,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
8,HI,Stimuli/HI_rosesarerosie.png,I perceived the influencer as eerie.,uncanny,0,7,7,47,,,,,,,,,,,100.2611651760526,102.2610852078069,102.1612457728479,None,5,3.335,2.0079527706839144,None,105.52795313368551,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
8,HI,Stimuli/HI_rosesarerosie.png,The shown influencer is trustworthy.,trust,0,8,8,7,,,,,,,,,,,109.6112294299528,111.61123355058953,111.57783070183359,None,1,3.602,2.0042667435482144,None,115.21115071885288,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
9,HI,Stimuli/HI_simoneses.png,I would follow brand recommendations from the shown influencer.,use,0,9,9,28,,,,,,,,,,,118.87778362887911,120.87746850517578,120.79434956121258,None,3,3.202,2.00699924165383,None,124.02746166056022,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
8,HI,Stimuli/HI_rosesarerosie.png,The shown influencer is a human.,human,0,10,10,67,,,,,,,,,,,128.17764338757843,130.17756830831058,130.09445327543654,None,1,2.268,2.0147656337358057,None,132.3945041897241,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
15,VI,Stimuli/VI_lilmiquela.png,The shown influencer is a human.,human,0,11,11,74,,,,,,,,,,,136.79474430414848,138.7943573135417,138.6943966341205,None,1,1.485,2.006630521500483,None,140.21101376018487,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
10,HI,Stimuli/HI_sooyaaa__.png,The shown influencer is a human.,human,0,12,12,69,,,,,,,,,,,144.0611139824614,146.06097730295733,146.04424067866057,None,5,1.318,2.0146019535604864,None,147.39435738348402,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
5,HI,Stimuli/HI_imjennim.png,I perceived the influencer as eerie.,uncanny,0,13,13,44,,,,,,,,,,,151.04451669147238,153.04424410080537,152.9610660013277,None,2,3.219,2.0103742375504225,None,156.21088832523674,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
15,VI,Stimuli/VI_lilmiquela.png,I would follow brand recommendations from the shown influencer.,use,0,14,14,34,,,,,,,,,,,160.62784257507883,162.6275949177798,162.54434446268715,None,1,2.002,2.009518682025373,None,164.57767858775333,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
11,VI,Stimuli/VI_bermudaisbae.png,I would follow brand recommendations from the shown influencer.,use,0,15,15,30,,,,,,,,,,,168.91077616019174,170.91079201409593,170.87769569875672,None,1,1.602,1.9993382540997118,None,172.51088986173272,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
15,VI,Stimuli/VI_lilmiquela.png,I perceived the influencer as eerie.,uncanny,0,16,16,54,,,,,,,,,,,176.86084285844117,178.86085969023407,178.844201288186,None,5,1.785,2.0056965481489897,None,180.6607879633084,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
10,HI,Stimuli/HI_sooyaaa__.png,I would follow brand recommendations from the shown influencer.,use,0,17,17,29,,,,,,,,,,,184.2608038871549,186.26083391881548,186.24420680571347,None,2,6.385,2.0133388603571802,None,192.66077650920488,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
18,VI,Stimuli/VI_rozygram.png,The shown influencer is a human.,human,0,18,18,77,,,,,,,,,,,197.04447164363228,199.04414136428386,198.96085570938885,None,1,2.035,2.0010948318522424,None,201.0275569939986,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
18,VI,Stimuli/VI_rozygram.png,I perceived the influencer as eerie.,uncanny,0,19,19,57,,,,,,,,,,,205.36073865531944,207.36074913153425,207.3440667737741,None,5,2.336,2.0014918099623173,None,209.71103045227937,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
7,HI,Stimuli/HI_lamise.png,The shown influencer is a human.,human,0,20,20,66,,,,,,,,,,,214.11088972212747,216.11065477598459,216.0275866764132,None,5,1.585,2.0115857045166194,None,217.64407159294933,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
17,VI,Stimuli/VI_noonouri.png,I perceived the influencer as eerie.,uncanny,0,21,21,56,,,,,,,,,,,222.04415966267698,224.04407382779755,223.96071288385428,None,5,2.085,2.0040975878946483,None,226.07759128604084,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
3,HI,Stimuli/HI_emilycanham.png,The shown influencer is a human.,human,0,22,22,62,,,,,,,,,,,229.97766573680565,231.9772767906543,231.8940737580415,None,4,2.668,2.0111931269057095,None,234.59414974530227,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
7,HI,Stimuli/HI_lamise.png,I perceived the influencer as eerie.,uncanny,0,23,23,46,,,,,,,,,,,238.4941801961977,240.49406258342788,240.41068550618365,None,1,1.885,2.008809988386929,None,242.3272064605262,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
10,HI,Stimuli/HI_sooyaaa__.png,I perceived the influencer as eerie.,uncanny,0,24,24,49,,,,,,,,,,,245.96071665524505,247.96076673152857,247.8772547210101,None,2,3.619,2.001299382885918,None,251.5272184733767,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
9,HI,Stimuli/HI_simoneses.png,I perceived the influencer as eerie.,uncanny,0,25,25,48,,,,,,,,,,,255.4106130108703,257.4105814425275,257.32729578763247,None,1,1.918,2.0068394725676626,None,259.2773178573698,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
11,VI,Stimuli/VI_bermudaisbae.png,The shown influencer is a human.,human,0,26,26,70,,,,,,,,,,,263.1774470638484,265.1773793178145,265.077419616282,None,1,3.068,1.9994194093160331,None,268.1773436986841,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
14,VI,Stimuli/VI_leyalovenature.png,The shown influencer is a human.,human,0,27,27,73,,,,,,,,,,,272.5606731441803,274.5605198426638,274.4773974765558,None,1,1.685,2.014713322510943,None,276.19394525000826,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
11,VI,Stimuli/VI_bermudaisbae.png,The shown influencer is trustworthy.,trust,0,28,28,10,,,,,,,,,,,280.0776116098277,282.0772612860892,281.9939883421175,None,1,2.235,2.0044930991716683,None,284.2605400965549,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
14,VI,Stimuli/VI_leyalovenature.png,I would follow brand recommendations from the shown influencer.,use,0,29,29,33,,,,,,,,,,,287.91117069358006,289.9111273919698,289.82722378126346,None,1,3.268,2.0034007255453616,None,293.12711273366585,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
10,HI,Stimuli/HI_sooyaaa__.png,The shown influencer is trustworthy.,trust,0,30,30,9,,,,,,,,,,,297.02726882882416,299.0272685494274,298.92719591455534,None,1,3.602,1.9991522806230932,None,302.56067726481706,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
2,HI,Stimuli/HI_chiaraferragni.png,I perceived the influencer as eerie.,uncanny,0,31,31,41,,,,,,,,,,,306.4772287399974,308.4773506829515,308.39367685001343,None,2,2.085,2.0151193938218057,None,310.51039831875823,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
16,VI,Stimuli/VI_magazineluiza.png,I would follow brand recommendations from the shown influencer.,use,0,32,32,35,,,,,,,,,,,314.1772781177424,316.17711161612533,316.0937682723161,None,1,1.918,2.010249570943415,None,318.0436700754799,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
2,HI,Stimuli/HI_chiaraferragni.png,The shown influencer is a human.,human,0,33,33,61,,,,,,,,,,,321.69391787215136,323.6937875484582,323.61045544897206,None,4,2.918,2.009117499925196,None,326.56047102366574,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
18,VI,Stimuli/VI_rozygram.png,The shown influencer is trustworthy.,trust,0,34,34,17,,,,,,,,,,,330.7106258617714,332.7104808711447,332.61052214726806,None,3,3.601,2.005223499145359,None,336.2436994088348,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
5,HI,Stimuli/HI_imjennim.png,The shown influencer is trustworthy.,trust,0,35,35,4,,,,,,,,,,,339.86032973462716,341.86037198873237,341.7769020225387,None,4,2.218,2.0038406278472394,None,344.02700608596206,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
20,VI,Stimuli/VI_soymar.ia.png,The shown influencer is a human.,human,0,36,36,79,,,,,,,,,,,348.5104443442542,350.5102866424713,350.4269750765525,None,1,1.769,2.007595588453114,None,352.22699526068754,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
9,HI,Stimuli/HI_simoneses.png,The shown influencer is trustworthy.,trust,0,37,37,8,,,,,,,,,,,355.8771237684414,357.8770227781497,357.79370387853123,None,5,1.985,2.00786447734572,None,359.8102955124341,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
14,VI,Stimuli/VI_leyalovenature.png,I perceived the influencer as eerie.,uncanny,0,38,38,53,,,,,,,,,,,363.9602743505966,365.9602100267075,365.87680410500616,None,5,1.935,2.0049159878399223,None,367.8436185324099,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
12,VI,Stimuli/VI_iamxalara.png,I would follow brand recommendations from the shown influencer.,use,0,39,39,31,,,,,,,,,,,371.5102797981817,373.5102423632052,373.41019759490155,None,1,2.802,1.9995697918348014,None,376.2437539547682,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
6,HI,Stimuli/HI_jihye.png,The shown influencer is trustworthy.,trust,0,40,40,5,,,,,,,,,,,380.393620837247,382.3935990468599,382.3101584140677,None,5,1.702,2.005976876942441,None,384.0436989897862,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
13,VI,Stimuli/VI_immagram.png,I would follow brand recommendations from the shown influencer.,use,0,41,41,32,,,,,,,,,,,388.19333853875287,390.1933050150983,390.1101728710346,None,1,2.152,2.0006785918958485,None,392.29323168168776,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
15,VI,Stimuli/VI_lilmiquela.png,The shown influencer is trustworthy.,trust,0,42,42,14,,,,,,,,,,,395.94329223409295,397.94331688806415,397.84330976428464,None,1,2.019,2.001459543360397,None,399.89328664680943,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
3,HI,Stimuli/HI_emilycanham.png,The shown influencer is trustworthy.,trust,0,43,43,2,,,,,,,,,,,403.96028440771624,405.96026848373003,405.94346634834073,None,1,2.235,2.0144221403170377,None,408.2100611249916,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
4,HI,Stimuli/HI_flaviapavanelli.png,I would follow brand recommendations from the shown influencer.,use,0,44,44,23,,,,,,,,,,,412.36015485203825,414.3602880393155,414.2767506064847,None,2,3.171,2.0075078818481416,None,417.4768020797055,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
11,VI,Stimuli/VI_bermudaisbae.png,I perceived the influencer as eerie.,uncanny,0,45,45,50,,,,,,,,,,,421.6269461621996,423.6264433050528,423.5435037834104,None,5,1.969,2.0001234095543623,None,425.5433343483601,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
2,HI,Stimuli/HI_chiaraferragni.png,The shown influencer is trustworthy.,trust,0,46,46,1,,,,,,,,,,,429.19334307848476,431.1933584436774,431.11014416627586,None,2,3.652,2.0137203889898956,None,434.79363445634954,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
6,HI,Stimuli/HI_jihye.png,I perceived the influencer as eerie.,uncanny,0,47,47,45,,,,,,,,,,,438.3765910891816,440.3765164986253,440.3600355631206,None,3,2.285,2.013090700376779,None,442.6768421684392,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
4,HI,Stimuli/HI_flaviapavanelli.png,I perceived the influencer as eerie.,uncanny,0,48,48,43,,,,,,,,,,,446.5432962151244,448.5432548690587,448.4765601493418,None,3,2.635,2.012371740071103,None,451.1433056436945,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
19,VI,Stimuli/VI_shudu.gram.png,The shown influencer is trustworthy.,trust,0,49,49,18,,,,,,,,,,,455.29335732618347,457.2932514466811,457.19328881194815,None,3,4.135,2.004375765565783,None,461.35976569657214,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
17,VI,Stimuli/VI_noonouri.png,The shown influencer is trustworthy.,trust,0,50,50,16,,,,,,,,,,,464.99329446908087,466.99327610083856,466.89318879903294,None,1,2.052,2.006858050590381,None,468.976507908199,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
1,HI,Stimuli/HI_adhel_bol.png,I perceived the influencer as eerie.,uncanny,0,51,51,40,,,,,,,,,,,472.5764954762999,474.5766345304437,474.5596959949471,None,2,3.152,2.014093215810135,None,477.74308711034246,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
7,HI,Stimuli/HI_lamise.png,The shown influencer is trustworthy.,trust,0,52,52,6,,,,,,,,,,,482.14315171330236,484.1429109007586,484.043189288117,None,4,3.402,2.0027443431317806,None,487.47649065731093,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
16,VI,Stimuli/VI_magazineluiza.png,I perceived the influencer as eerie.,uncanny,0,53,53,55,,,,,,,,,,,491.3767308415845,493.37636829540133,493.29298584046774,None,5,2.002,2.0074839261360466,None,495.3264641875867,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
7,HI,Stimuli/HI_lamise.png,I would follow brand recommendations from the shown influencer.,use,0,54,54,26,,,,,,,,,,,498.9930266975425,500.99296677368693,500.91021156311035,None,3,2.834,2.0097328152041882,None,503.77631081594154,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
3,HI,Stimuli/HI_emilycanham.png,I perceived the influencer as eerie.,uncanny,0,55,55,42,,,,,,,,,,,508.1763822636567,510.17642060643993,510.0764765494969,None,3,3.018,2.005699676927179,None,513.12637311453,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
13,VI,Stimuli/VI_immagram.png,I perceived the influencer as eerie.,uncanny,0,56,56,52,,,,,,,,,,,517.5099020267371,519.5097809918225,519.4097298679408,None,5,2.018,2.003753116587177,None,521.4597429281566,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
19,VI,Stimuli/VI_shudu.gram.png,I would follow brand recommendations from the shown influencer.,use,0,57,57,38,,,,,,,,,,,525.3598662680015,527.3595838996116,527.2596197980456,None,1,5.068,1.9995873919688165,None,532.3596550677903,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
5,HI,Stimuli/HI_imjennim.png,I would follow brand recommendations from the shown influencer.,use,0,58,58,24,,,,,,,,,,,536.4929075483233,538.4928808689583,538.3928884118795,None,1,7.168,2.0034152942243963,None,545.5928322593682,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
4,HI,Stimuli/HI_flaviapavanelli.png,The shown influencer is a human.,human,0,59,59,63,,,,,,,,,,,549.9929516180418,551.9929171164986,551.892792659346,None,5,4.518,2.0083748772740364,None,556.4427936372813,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
1,HI,Stimuli/HI_adhel_bol.png,The shown influencer is trustworthy.,trust,0,60,60,0,,,,,,,,,,,560.342830443522,562.3428712307941,562.2428015293553,None,3,2.735,2.005742698907852,None,565.0093233915977,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
5,HI,Stimuli/HI_imjennim.png,The shown influencer is a human.,human,0,61,61,64,,,,,,,,,,,568.9095166425686,570.909316896461,570.80931906146,None,4,3.119,2.0071907883975655,None,573.9593415504787,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
19,VI,Stimuli/VI_shudu.gram.png,The shown influencer is a human.,human,0,62,62,78,,,,,,,,,,,577.5929847229272,579.5928138212766,579.4927602531388,None,4,2.602,2.006207828177139,None,582.1261165875476,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
20,VI,Stimuli/VI_soymar.ia.png,I perceived the influencer as eerie.,uncanny,0,63,63,59,,,,,,,,,,,586.2761687589809,588.2761611461174,588.1760758000892,None,5,2.435,2.0011163430754095,None,590.6425269134343,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
16,VI,Stimuli/VI_magazineluiza.png,The shown influencer is trustworthy.,trust,0,64,64,15,,,,,,,,,,,595.0431679165922,597.0424831926357,596.9425318022259,None,1,2.319,2.008876966079697,None,599.2925447227899,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
1,HI,Stimuli/HI_adhel_bol.png,I would follow brand recommendations from the shown influencer.,use,0,65,65,20,,,,,,,,,,,602.9424165640958,604.942827929277,604.8593203185592,None,2,4.069,2.0127937488723546,None,608.9593351949006,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
12,VI,Stimuli/VI_iamxalara.png,I perceived the influencer as eerie.,uncanny,0,66,66,51,,,,,,,,,,,612.6093923249282,614.6092815566808,614.5257421683054,None,5,1.685,2.0114450997207314,None,616.2425505197607,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
17,VI,Stimuli/VI_noonouri.png,The shown influencer is a human.,human,0,67,67,76,,,,,,,,,,,620.3758753556758,622.3758129873313,622.2926211990416,None,1,2.701,2.0035697834100574,None,625.02578274603,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
2,HI,Stimuli/HI_chiaraferragni.png,I would follow brand recommendations from the shown influencer.,use,0,68,68,21,,,,,,,,,,,628.8592543883715,630.8592809981201,630.8426900624763,None,4,3.352,2.009941081982106,None,634.225695514353,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
8,HI,Stimuli/HI_rosesarerosie.png,I would follow brand recommendations from the shown influencer.,use,0,69,69,27,,,,,,,,,,,638.3593141725287,640.3592371377163,640.259333658265,None,1,2.502,2.006130094639957,None,642.7924550466705,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
20,VI,Stimuli/VI_soymar.ia.png,The shown influencer is trustworthy.,trust,0,70,70,19,,,,,,,,,,,647.1758050255012,649.175799368415,649.0924169132486,None,1,2.368,2.0099275885149837,None,651.4924255737569,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
20,VI,Stimuli/VI_soymar.ia.png,I would follow brand recommendations from the shown influencer.,use,0,71,71,39,,,,,,,,,,,655.0923608308658,657.0924505069852,657.0758502825629,None,1,2.535,2.0129692601040006,None,659.6424160753377,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
17,VI,Stimuli/VI_noonouri.png,I would follow brand recommendations from the shown influencer.,use,0,72,72,36,,,,,,,,,,,663.5259988349862,665.5258954002056,665.4258990318049,None,1,1.402,2.0149305849336088,None,666.8589982804842,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
3,HI,Stimuli/HI_emilycanham.png,I would follow brand recommendations from the shown influencer.,use,0,73,73,22,,,,,,,,,,,670.7424891293049,672.742373961024,672.6423565703444,None,1,1.468,2.0073845838196576,None,674.1424018274993,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
13,VI,Stimuli/VI_immagram.png,The shown influencer is trustworthy.,trust,0,74,74,12,,,,,,,,,,,678.5423456751741,680.5423566403333,680.442384716589,None,1,1.402,2.010824210708961,None,681.875782676274,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
6,HI,Stimuli/HI_jihye.png,I would follow brand recommendations from the shown influencer.,use,0,75,75,25,,,,,,,,,,,686.2758751460351,688.2756436222699,688.1923178783618,None,4,1.835,2.003581321099773,None,690.0591647820547,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
6,HI,Stimuli/HI_jihye.png,The shown influencer is a human.,human,0,76,76,65,,,,,,,,,,,693.8757873557042,695.8756384539884,695.8588822742458,None,5,1.835,2.011768255615607,None,697.7255844667088,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
1,HI,Stimuli/HI_adhel_bol.png,The shown influencer is a human.,human,0,77,77,60,,,,,,,,,,,701.2921266530175,703.2921894402243,703.2589225026313,None,2,2.202,2.001031961059198,None,705.492060652934,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
9,HI,Stimuli/HI_simoneses.png,The shown influencer is a human.,human,0,78,78,68,,,,,,,,,,,709.3755519904662,711.375501355622,711.2922000561375,None,5,1.268,1.9990597828291357,None,712.5756342636887,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
14,VI,Stimuli/VI_leyalovenature.png,The shown influencer is trustworthy.,trust,0,79,79,13,,,,,,,,,,,716.9754060222767,718.9755035208073,718.875536485808,None,1,1.785,2.009663588600233,None,720.6922316942364,None,P01,001,2022_May_30_1428,VirtualInfluencersEEG,3.2.4,59.92758384925225,
